id,precio_soles,precio_dolares,mantenimiento,direccion,ubicacion,area_total,dormitorios,banos,estacionamientos,descripcion,url,site
12923,2204400,660000,1400,no informado,"San Isidro, Lima",330,3,3,2,"Descubre este espectacular penthouse dúplex en una de las zonas más exclusivas de San Isidro, ideal para quienes buscan amplitud, privacidad y un gran potencial de personalización. Distribución: Primer piso: 2 amplias habitaciones con baño en suite. Sala de estar. Baño de visitas. Sala principal y comedor con excelente iluminación. Cocina. Zona de servicio. Segundo piso: Dormitorio principal con baño incorporado y jacuzzi. Closets amplios. Gran terraza privada con área de bbq. Jardineras. Depósito. Piscina privada de 15 m³ con sistema de recirculación. Beneficios adicionales: Mini departamento de huéspedes, ideal para visitas, home office o renta independiente. 2 cocheras. Excelente iluminación y privacidad. Solo requiere remodelación de cocina y baños, perfecto para adaptarlo a tu estilo y aumentar su valor. Un inmueble único por su tamaño, distribución y áreas sociales, ubicado cerca de parques, comercios, restaurantes y principales vías de acceso. San Isidro. Gran oportunidad de inversión y vivienda premium",https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-san-isidro-lima-3-dormitorios-148688853?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=70&n_pos=18,urbania
12924,586500,170000,150,no informado,"Mariano Melgar, Villa María del Triunfo",143,3,2,1,"Departamento de estreno – 143 m² | 3 dormitorios + balcón | acabados premiumprecio: us$ 170, 000Pet-friendly (se permiten mascotas) Descubre un departamento moderno, elegante y completamente equipado, ideal para quienes buscan confort, tecnología y amplios espacios en un solo lugar. Perfecto tanto para vivienda familiar como para inversión, gracias a su excelente distribución, acabados de alta gama y equipamiento completo. Características generalesÁrea total: 143 m²Departamento de estrenoAmplio balcónExcelente iluminación naturalAmbientes bien distribuidosDocumentación en reglaDistribución del departamentoSala y comedor amplios con acceso a balcónBalcón espacioso ideal para descanso o reunionesCocina moderna con muebles altos y bajos, isla central, alacena y vitrinaLavandería independiente con ventilación naturalBaño de visitaBaño familiar completo3 dormitorios cómodos y bien iluminados: Dormitorio principal con walk-in closet y baño incorporado con jacuzzi e hidromasajes2 dormitorios secundarios con excelente iluminaciónAcabados y diseñoPiso parquetón de madera tornilloTableros de cuarzo blanco y porcelanato españolIluminación led automatizada con múltiples funcionesRollers automatizadosSistema push open en closets y reposterosParedes con acabados premium: microcemento, resina, estuco veneciano marmolizado y bella lajaVentanas con sistema antiruidoCristales templados y laminados con diseños decorativosBaños con grifería y sanitarios de estilo españolSeguridad y tecnologíaSistema de videovigilancia interna y externaAlarmas contra incendiosVideoportero inteligente con tres monitores táctilesCochera con portón automáticoConstrucción antisísmicaEquipamientoGas CáliddaServicios independientes de luz y aguaInstalación lista para aire acondicionadoCentral de redes (rack de comunicaciones) Ubicación y entornoRápido acceso a avenidas principalesCercano a centros comerciales, servicios de salud y comerciosZona con fácil movilidad y acceso a transporteInformación adicionalDocumentación en reglaCompra segura y sin complicacionesPrecio competitivo para el metraje y acabados ofrecidosAgenda tu visita previa cita y conoce esta excelente oportunidad inmobiliaria.",https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-mariano-melgar-villa-maria-del-triunfo-3-dormitorios-149456969?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=70&n_pos=19,urbania
12925,670000,198500,0,no informado,"Jesús María, Lima",133,2,1,0,"Venta de Inmueble Ideal para Profesionales de la Salud – Jesús María. Oportunidad única en pleno corazón de Jesús María. Este inmueble, ubicado en primer piso y con frente directo a la Av. Húsares de Junín (cuadra 15), se encuentra a solo una cuadra del Hospital Rebagliati, en una zona reconocida por su alto flujo de pacientes y servicios médicos. Perfecto para tu Proyecto en Salud. Gracias a su zonificación rda, este espacio es ideal para desarrollar o expandir: Centros médicos o policlínicos. Laboratorios clínicos. Clínicas odontológicas o de rehabilitación. Centros de radiología, ecografía o terapias especializadas. Consultorios privados de diversas especialidades. Un entorno donde la demanda por servicios médicos es constante y creciente. Características del Inmueble. Área total: 133 m² Frente amplio: 10. 35 ml. Primer piso con acceso directo desde la calle, ideal para fácil circulación de pacientes. Techos altos y excelente iluminación en todos los ambientes. Incluye cochera, un plus importante para pacientes y personal. Distribución que permite acondicionar consultorios, salas de espera, recepción y áreas de procedimientos. Ubicación Estratégica. Localizado en la Av. Húsares de Junín – cuadra 15, una zona consolidada en servicios de salud con presencia de clínicas, consultorios, laboratorios y comercios afines. Perfecto para establecer tu práctica profesional o ampliar tu portafolio de servicios. Contacto. Dharma Inmobiliaria. Ver datos",https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-jesus-maria-lima-148092841?n_src=Listado&n_pills=Jard%C3%ADn&n_pg=70&n_pos=20,urbania
12926,0,0,0,no informado,"Miraflores, Lima",112,3,3,0,"Jm¡Venta de Departamento Dúplex en Estreno – Miraflores! Área total: 112. 90 m²Incluye estacionamiento y clóset depósitoPrecio de venta: S/960, 609Características del inmueble: Dúplex de estreno con vista exteriorCocina equipada con acabados modernos3 dormitorios3 baños completosEspacios bien distribuidos con excelente iluminación naturalÁreas comunes: Zona de coworking ideal para el trabajo remoto¡Ideal para familias, parejas o como inversión en una de las mejores zonas de Lima! Contáctanos para agendar una visita o recibir más información.",https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-miraflores-lima-3-dormitorios-146526667?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=70&n_pos=21,urbania
12927,353000,108000,0,no informado,"Magdalena, Lima",42,1,1,0,"Dpto de 1 dormitorio de 42 mt en pisos 3, 4, 6, 7 11, y altos desde 353, 000 soles hasta 371, 000 soles cochera adicional desde 48, 000 soles. Dpto de 2 dormitorios de 60 mt en pisos 2, 3, 11, 14 19 y 20 desde 605, 000 hasta 627, 000 soles Tipo 1. Dptp de 2 dormitorios de 63. 3 mt en pisos 3, 6, 9, 12, 13, 18y 18 desde 546, 000 hasta 573, 000 soles Tipo 6. Dpto de 2 dormitorios de 55 mt en pisos 4, 5, 6, 7, 10, 16, 19 y 25 piso 10 a 471, 000 soles Tipo 8. Dpto de 3 dormitorios de 72 mt y 82 mt pisos desde el 11vo, al 17 y del 15vo al 25. desde 597, 000 hasta 613, 000 tambien desde 783, 000 hasta 796, 000 soles cocheras disponibles. Negociables",https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-magdalena-lima-1-dormitorio-149124917?n_src=Listado&n_pills=Gimnasio&n_pg=70&n_pos=22,urbania
12958,1620057,448000,750,no informado,"Chacarilla Del Estanque, Santiago de Surco",182,3,4,2,"SfvVer datos. Amplio departamento con 2 terrazas en el corazón de Chacarilla. - Monte Carmelo. Chacarilla. Surco. piso 1 (Ingreso directo del ascensor) - Área ocupada: 242m² - Área techada: 182m² - Venta: us$ 448, 000. - Excelente ubicación cerca al cc Comercial Chacarilla, al Colegio Santa María y acceso a avenidas principales rápidamente (Velasco Astete, Primavera, Caminos del Inca) distribución. - Amplia e iluminada sala-comedor con conexión a la terraza. - 2 terrazas, ambas de buen tamaño, una conectada a la sala-comedor y otra interna. - Cocina impecable y equipada con espacio para comedor de diario. - 3 dormitorios con baño incorporado, principal con walk-in closet. - Sala de estar. - 3 baños. - Baño de visita. - 2 estacionamientos lineales. - Cuarto y baño de servicio. - Zona de lavandería. - Antigüedad 11 años. - Mantenimiento: S/ 750 (incluye agua y vigilancia 24/7) - Gas cálida",https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-chacarilla-del-estanque-santiago-de-surco-3-dormitorios-147661912?n_src=Listado&n_pills=Cuartos+de+servicio&n_pg=71&n_pos=23,urbania
12928,0,0,0,no informado,"Amauta, San Juan de Miraflores",103,3,3,0,"Ubicado en la Urb. Amauta, en una zona estratégica de San Juan de Miraflores, te presentamos este moderno y amplio departamento dúplex de estreno, ubicado en el cuarto y quinto piso, dentro de un proyecto exclusivo de solo 6 departamentos entre flats y dúplex, que garantiza comodidad, privacidad y una excelente calidad de vida. Duplex 402Precio: S/ 425, 000Área total: 103. 17 m²Distribución: 3 dormitorios amplios e iluminados3 baños completosSala – comedor espaciosa con excelente iluminación naturalCocina funcionalLavanderíaBeneficios únicos: No paga alcabalaProyecto financiado por bcpdepartamento nuevo de estreno, con acabados modernos y excelente distribuciónIdeal para familias que buscan amplitud, comodidad y plusvalía en una zona estratégicaVive con todo cerca: A solo 5 minutos de Mall del Sur y Open Plaza AtocongoSupermercados: Metro, Tottus y MakroColegios de prestigio: Maristas, Zegel ipae, idat, Javier HeraudIglesias y centros comunitarios: Parroquia Divino Maestro y Obispado de LurínBancos: bcp, bbva, Scotiabank, InterbankConectividad total gracias a Panamericana Sur, Av. Alipio Ponce, Av. Pedro Miota y la Estación Atocongo – Línea 1 del MetroExcelentes acabados, pensados para ofrecerte confort y durabilidad: - Piso spc en Sala y dormitorios- Cerámicos en baños y cocina- Muebles altos y bajos en cocina- Granito en mesa de cocina. - Puertas contraplacadas- Instalación de gas natural- Ventanas corredizas de aluminio. Una excelente oportunidad para quienes buscan un hogar moderno, amplio y bien ubicado, con financiamiento seguro y beneficios únicos. Contáctanos y agenda tu visita hoy mismo.",https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-amauta-san-juan-de-miraflores-3-dormitorios-149273126?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=70&n_pos=23,urbania
12929,1310000,390000,600,no informado,"Santiago de Surco, Lima",217,3,2,2,"Múdate a este Precioso duplex de estreno con pisos de madera y acabados de primer Nivel - No Paga Alcabala - Perfecto para una familia con mascotas ya que tiene jardines internos. 217. 12 m2 de área total. 140 m2 de área techada. 77 m2 de terraza. Características, Primer Nivel: - Ingreso y baño de visita. - Cocina cerrada. - Sala comedor con vista lateral externa y balcón. - Dormitorio principal con baño incorporado. - baño completo para compartir. - Dos dormitorios secundarios. Segundo Nivel: - Sala de esta. - Terraza con zona para parrilla incorporada y vista externa. - Jardín interno de terraza. - Baño de visita. - Jardín interno secundario. - Área de lavandería. En el precio están incluidos 2 estacionamientos y un depósito. Recepción 24/7. Si necesitas asesoramiento con este u otro inmueble, contáctame: Alexandra Trifu, agente inmobiliario mvcs cod. Pn 1. 1. 2. 9. 8. *precio en soles referencial.",https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-santiago-de-surco-lima-3-dormitorios-149124586?n_src=Listado&n_pills=Jard%C3%ADn&n_pg=70&n_pos=24,urbania
12930,1040000,310000,400,no informado,"Country Club, Lince",117,3,2,1,"Departamento ubicado en Piso 2, moderno y muy lindos acabados, en la mejor zona de Lince. - Sala comedor con balcón muy buena iluminación. - Cocina tipo americana equipada con lavaplatos. - Dormitorio Principal con baño incorporado. - 2 dormitorios secundarios comparten un baño. - Pequeño estar o escritorio. - Área de Lavanderia completa. - Cuarto y baño de Servicio. - Gas Cálidda. - 1 estacionamiento en el sótano",https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-country-club-lince-3-dormitorios-148478635?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=70&n_pos=25,urbania
12931,795000,229000,330,no informado,"Casuarinas Sur, Santiago de Surco",136,3,2,2,"Dúplex con terraza y doble acceso – Casuarinas. Se vende exclusivo departamento dúplex ubicado en una de las zonas más tranquilas y residenciales de Casuarinas, ideal para quienes buscan privacidad, amplitud y una conexión directa con el entorno. Ubicación estratégica con doble acceso: - Ingreso por Jr. Las Cantutas (7mo y 8vo piso) - Ingreso directo por Jr. Los Amancaes (sin escaleras ni ascensor) Distribución: - 3 dormitorios. - Amplia sala y comedor. - Terraza grande con vista a Casuarinas. - Ambientes bien distribuidos en dos niveles con amplia iluminación. Extras: - 2 estacionamientos lineales. - Zona residencial, segura y silenciosa. Contáctame para agendar una visita! 9. 1. 2. 0. 9. 8. 5. 8. 9",https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-casuarinas-sur-santiago-de-surco-3-dormitorios-147581078?n_src=Listado&n_pills=Seguridad&n_pg=70&n_pos=26,urbania
