id,precio_soles,precio_dolares,mantenimiento,direccion,ubicacion,area_total,dormitorios,banos,estacionamientos,descripcion,url,site
14793,666600,199000,350,no informado,"Valle Hermoso, Santiago de Surco",132,3,3,2,"Se vende departamento en estreno de 3 dormitorios con zona de parrilla y piscina. * Incluye estacionamiento doble lineal + depósito. Precio: usd 199, 000. no paga alcabala. venta de departamento en santiago de surco en un espectacular buen precio de mercado. Departamento N°802 y N°902. Cuenta con 3 dormitorios amplios. Área construida: 132. 20 m2. Este increíble departamento de 132m² te ofrece la combinación perfecta de amplitud, iluminación natural y tranquilidad. Aquí, cada rincón está diseñado para brindarte el máximo confort y calidad de vida. Características principales del departamento: - Ascensor directo al departamento, brindándote una entrada privada y exclusiva cada vez que llegues a casa. - Sala Comedor: Un espacio amplio con una vista exterior y con ventanas que aíslan el ruido. - Cocina abierta: Estilo americano con muebles altos y bajos con encimera de cuarzo y un lavadero tipo isla. - Dormitorio principal con walk in closet y baño incluido. - Dormitorio secundario 1 con closet. - Dormitorio secundario 2 con closet. - 3 Baños Completos. - Estacionamiento doble lineal. - Gas Calidda: 2 puntos (cocina y lavandería). - Mantenimiento: S/ 350. Áreas comunes: El edificio cuenta con: Lobby doble altura, Terraza con zona de parrillas y Piscina. Departamento N°802 y N°902. Cuenta con 3 dormitorios amplios. Área techada: 132. 20m2. Precio $ 199, 000. Este departamento es más que una vivienda, es un estilo de vida. ¡Contáctanos para más información y agenda tu visita hoy mismo! Contacto: Miguel Morales - Agente inmobiliario. Cel: 947*291*769",https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-valle-hermoso-santiago-de-surco-3-dormitorios-146702574?n_src=Listado&n_pills=Parrilla&n_pg=132&n_pos=28,urbania
14794,455000,135000,300,no informado,"Ate Vitarte, Lima",81,3,2,1,"Se vende dúplex de excelente distribución, ubicado frente a parque, ideal para quienes valoran comodidad, buena iluminación natural y una ubicación privilegiada en Salamanca. Cuenta con una ubicación estratégica, cerca a supermercado, a solo 5 minutos del Jockey Plaza - U. Lima y con fácil acceso al Trébol de Javier Prado, lo que asegura una conectividad eficiente hacia distintos distritos de la ciudad. El inmueble dispone de mamparas en ambos niveles con vista directa al parque, que aportan amplitud visual, luminosidad y una agradable conexión con el entorno verde. Adicionalmente, incluye lavandería en el último piso, brindando mayor practicidad y una mejor organización de los espacios.",https://urbania.pe/inmueble/clasificado/veclappa-venta-de-departamento-en-ate-vitarte-lima-3-dormitorios-148731946?n_src=Listado&n_pills=Frente+a+parque&n_pg=132&n_pos=29,urbania
15101,0,120000,0,"Departamento en Av. Del Ejército 459, Magdalena Del Mar, Perú","Magdalena del Mar, Lima",67.5,3,2,0,🏡Departamento en Magdalena cerca a Malecón 📍Ubicado en Av. Del Ejército cuadra 4 - Piso 7 Al frente de D'Gañia 📐Área...,https://www.laencontre.com.pe/inmueble/4869-88eb-1985cec-3fd26b99a53a-7761,laencontre
14795,226000,66990,80,no informado,"Lince, Lima",50,1,1,0,"Visite “hoy”. Lindo dpto totalmente remodelado como “nuevo dpto”. Ideal para vivir o para inversion. 1 dormitorio con closet Grande + 1 sala comedor amplia + 1 cocina americana +1 baño completo con agua caliente. Entrada independiente. Unico propietario. Excelente oportunidad. Documentos en regla para la venta de la propiedad. . I) ubicación: - A la derecha, a 3 cuadras de la ave. Arequipa, ave. Petit thouars, ave. Arenales. -Hacia abajo, a 4 cuadras a la avenida javier prado. - A la izquierda, a 4 cuadras de la via expresa-metropilatano, avenida prolongacion de iquitos. - Hacia arriba, a 3 cuadras de la avenida canevaro (juan pardo de zela). - Cerca a todo medio de Transporte, Mercado, Bodegas, Bancos, etc. . Ii) caracteristicas: -1er dormitorio entra cama 2 Plazas / queen. Tiene closet grande para guardar muchas pertenencias. - 1 cocina kitchennete americana: Totalmente Remodelado. Tiene Reposteros altos y bajos. Mesa y lavadero. - 1 sala comedor grande: Hermoso piso tratado con dd lo que le da un brillo elegante y vistoso para cuando tenga visitas. Bastante iluminación y ventilación para cuando usted quiera tener su sala comedor bien iluminada y ventilada. - 1 baño completo: Con Ducha. Agua Caliente. Espejos grandes. 3. Esta en 3er piso. Edificio con estructura antisísmico. 4. Pisos de buena calidad. Anti alérgicos, higiénico, Fácil de limpiar. 5. Dentro del edificio respire tranquilidad, seguridad. El condominio se da mantenimiento diario. 6. Tiene toda la Luminaria en todo el dpto (sala, cocina, dormitorios, baños, etc). Modernos, en excelentes condiciones.",https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-lince-lima-1-dormitorio-149412706?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=132&n_pos=30,urbania
14796,0,0,0,no informado,"Liguria, Santiago de Surco",92,2,2,1,"Entrega inmediata · Piso 3. A veces el espacio justo es exactamente lo que se necesita. Este flat de 92m² en el tercer piso tiene terraza propia, dos dormitorios bien resueltos y una ubicación en uno de los rincones más tranquilos de Santiago de Surco, listo para entrar a vivir. 92. 71m² totales Terraza propia · 2 dormitorios · 2 baños completos · Dormitorio principal con baño incorporado · Baño de visita independiente · Sala comedor · Cocina · Certificación edge · Gym · parrilla · coworking · pet zone · lobby · el precio incluye 1 estacionamiento y deposito. Financia bbva. Santiago de Surco, frente al parque, cerca a Av. Alfredo Benavides. Y Tomas Marsano. También disponibles en este mismo edificio: piso 4 · 2 dormitorios · 92. 72m² Otras unidades de 2, 3 y 4 dormitorios desde S/802, 503. Consulta disponibilidad por WhatsApp. El precio incluye 1 estacionamiento + deposito",https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-liguria-santiago-de-surco-2-dormitorios-149262643?n_src=Listado&n_pills=Gimnasio&n_pg=133&n_pos=1,urbania
14797,175000,52000,150,no informado,"Los Parques De Villa El Salvador, Villa el Salvador",63,3,2,0,"Lindo departamento en venta. Ubicado en Av. Los Algarrobos N° 1440 - Cerca al Mercado Unicachi de vs. Condominio Los Parques de Villa el Salvador 2 - Edificio B. Area de 63 m2. Precio de venta 175, 000 Soles. - Quinto piso con vista externa. - Descripción: - Sala - Comedor con vista externa. - Cocina abierta con reposteros altos y bajos, tiene instalación a gas cálida. - 03 Habitaciones con amplios ventanales, excelente iluminación y ventilación.. 1 Dormitorio principal con baño incorporado.. 2 Dormitorios secundarios. - 02 Baños.. 01 Baño de uso compartido.. 01 Baño dentro de la habitación principal. - Área de Lavandería. Detalle: Condominio Los Parques de Villa el Salvador 2. - Lugar seguro y tranquilo. - Pórtico de ingreso con Cámaras de videovigilancia. - Vigilancia las 24 horas. Bonitas áreas comunes que hacen de la convivencia un ambiente grato y familiar.: - Hermoso parque interior. - Áreas Verdes. - Sala de reuniones de dos pisos.. Primer piso cerrado.. Segundo piso con sombra y área de parrillas. - Zona infantil con juegos para niños. Beneficios: Su proximidad a colegios, universidades, supermercados, centros de salud y a la Panamericana Sur lo hacen el lugar ideal para vivir junto a tu familia. Ubicación estratégica: - En Avenida Los Algarrobos. - A pocas cuadras del Mercado Unicachi. - A pocas cuadras del Mega-plaza de Villa El Salvador. - A 3 cuadras de la Av. El Sol. - Cerca de paraderos del alimentador del Metropolitano. - A pasos de losas deportivas y zonas de recreación. - A 5 minutos de Real Plaza, Unicachi y Hospital Solidaridad. - A 7 minutos del Centro Bancario, Municipalidad de ves. - Cerca a la Universidad Autónoma. - Cerca a la Universidad utp. - Cerca a la Carretera Panamericana Sur. - Cerca de Avenidas y Parques. Contáctanos. 9. 5. 6*5. 3. 5*9. 5. 0. Gloria Jauregui Rojas. agente inmobiliario",https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-los-parques-de-villa-el-salvador-villa-el-salvador-3-dormitorios-148571555?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=133&n_pos=2,urbania
14798,682500,195000,420,no informado,"Liguria, Santiago de Surco",117,3,2,2,"Departamento ubicado en Avenida Ayacucho cuadra 14, a sólo 3 cuadras de la avenida Benavides. Distrito de Santiago de Surco. Acogedor departamento en venta, cuenta con área de 117 M2, en tercer piso con vista a calle. El ingreso es directo con ascensor y además cuenta con puerta super segura. Sala - comedor con mamparas de pared a pared las cuales brindan gran iluminación y ventilación. Baño de visitas. El departamento tiene tres dormitorios. El dormitorio principal de amplio tamaño con baño completo incluído. Buenos closets con cajonería. Dos dormitorios secundarios, con closet y de muy buen tamaño. 1 baño completo para los dos dormitorios secundarios. El hall cuenta con un closet, para guardar ropa blanca. Cocina con muebles altos y bajos, tableros de granito, cocina empotrada a gas, espacio para refrigeradora de dos puertas. Puerta falsa. Lavandería, cuarto y baño de servicio. El edificio de 5 pisos tiene 9 años de construido, en total son 8 departamentos. Dos cocheras lineales, con ascensor (montacarga), ubicadas en el primer sótano. Un amplio depósito en el mismo sótano. El mantenimiento es aproximadamente S/. 420 soles mensuales. Incluye el agua (con medidor). Con portero de lunes a viernes de de 7: 00 am. A 9: 00 pm. Sábados de 7: 00 am. A 8: 00 pm. Se acepta mascota. Perfecta ubicación: Colegios muy cerca como Cristo Salvador, Von Humbolt, Colegio Champagnat, André Malraux, etc. A pocas cuadras de la Av. Benavides cuadra 40. A una cuadra de un pequeño centro comercial con botica, un Tambo, panadería y restaurantes. A dos cuadras de un amplio y hermoso parque con juegos para niños. El departamento se encuentra en muy buen estado. La inversión es $195, 000 dólares americanos. Precio conversable. Es una excelente oportunidad para vivir y disfrutar con su familia en este inmueble tranquilo y seguro. visitas al Ver datos",https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-liguria-santiago-de-surco-3-dormitorios-148220781?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=133&n_pos=3,urbania
14799,3277500,950000,0,no informado,"Miraflores, Lima",313,3,3,0,"Venta de Dúplex exclusivo departamento frente al mar en Miraflores. ¡¡Malecón de la Marina, Miraflores!! Te presentamos este espectacular dúplex 2001 de area ocupada 311. 38m² y area techada 235. 40m², dúplex 2002 de area ocupada 311. 84m² y area techada 233. 96m² ubicado en una de las zonas más privilegiadas de Lima. Disfruta de una impresionante vista al mar y al malecón, ideal para quienes buscan vivir con estilo, confort y una conexión única con el entorno. **Distribución y características: - 3 amplias habitaciones. - Habitación principal con baño interno y finos acabados en mármol. - 2 habitaciones secundarias cada uno con baños completos. - 1/2 Baño de visitas. - Amplia sala comedor con excelente iluminación natural. - Balcón. - Sala de estar ideal para compartir en familia. - Cocina con elegante encimera de cuarzo. - Área de lavandería. - Área de servicio. - Terraza. - Área de Jardin. **Además, el departamento se entrega sin equipar, perfecto para que puedas diseñarlo y personalizarlo completamente a tu gusto. **Dúplex de area ocupada 311. 38m² y area techada 235. 40m²** 3 Dormitorios. Dpto. 2001: Precio desde: $1'350, 000 (lo dejan $950, 000 dólares) **Dúplex 2002 de area ocupada 311. 84m² y area techada 233. 96m²** 3 Dormitorios. Dpto. 2002: Precio desde: $1'350, 000 (lo dejan $950, 000 dólares) amenidades: Zona de parrilla, salón de reuniones, piscina. Vive cada día con el sonido del mar y atardeceres inigualables. Una oportunidad perfecta tanto para vivienda como inversión en una zona de alta valorización. **Adicionales. Estacionamiento simple: $17, 000. Estacionamiento doble: $25, 000. Deposito: $5, 000. Estacionamiento de Bicicletas: $1, 000. Entrega Julio 2026. *Contáctame para más información o agenda tu visita. ¡¡Tu próximo hogar frente al mar te espera!! Ag. Wendy Saldivar 9*3*2*5*5*9*6*8*6",https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-miraflores-lima-3-dormitorios-149401368?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=133&n_pos=4,urbania
14809,1190000,350000,900,no informado,"Santiago de Surco, Lima",186,3,2,2,"Departamento en venta en santiago de surco. Calle las agatas - 4 piso. venta: us$ 350, 000. 00. A. O. : 186. 00 m2, A. C. : 186. 00 m2. Mant.: S/ 850. 00 x mes. Sin muebles, 15 años de antigüedad, vista a jardínes, en muy buen estado, piso 4, guardianía, flat. Hall de ingreso, sala, comedor, comedor de diario, cocina, sala de estar, 3 dormitorios, 2. 5 baños, 1 baño incorporado, 1 cuarto de servicio, 1 baño de servicio, lavandería, 1 depósito. Terraza, piscina, 2 cocheras tipo en línea en sótano, ascensor. Areas comunes, permite mascotas, walk-in closet, areas verdes. Cocheras en primer sotano, juegos recreacionales para niños. precio referencial en soles",https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-santiago-de-surco-lima-3-dormitorios-4257222?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=133&n_pos=14,urbania
15102,0,290000,0,"Departamento en Av. Gral. Eugenio Garzón, Jesús María, Perú","Jesus Maria, Lima",143,3,4,0,VENDO EDIFICIO DE 3 PISOS C/AZOTEA y AIRES con minis departamentos para renta o modificación del inmueble para vivienda...,https://www.laencontre.com.pe/inmueble/cb6c-b917-19507bf-3b9af1cbfbfa-73c5,laencontre
